Target total_coverage average_coverage on_target
chr1:19407843-19408068 31463.6173071278 139.21954560676 TRUE
chr1:19410998-19411193 21632.5332144239 110.37006742053 TRUE
chr1:19412639-19412765 7642.75726418353 60.1791910565632 TRUE
chr1:19413173-19413316 9823.65872303893 68.2198522433259 TRUE
chr1:19414310-19414424 3219.07108633173 27.9919224898411 TRUE
chr1:19415253-19415472 19554.2503573214 88.8829561696427 TRUE
chr1:19419313-19419413 9780.02434535548 96.8319242114404 TRUE
chr1:19419807-19419981 20129.2126271191 115.024072154966 TRUE
chr1:19420443-19420634 11112.5170990199 57.8776932240622 TRUE
chr1:19421400-19421520 17402.3004418949 143.820664809049 TRUE
chr1:19422039-19422147 6473.82797950138 59.3929172431319 TRUE
chr1:19423017-19423145 15344.1454087579 118.946863633782 TRUE
chr1:19423687-19423775 4125.81689821497 46.3574932383705 TRUE
chr1:19426091-19426172 5169.99084061579 63.0486687879975 TRUE
chr1:19426870-19427068 19408.1164565011 97.5282233995029 TRUE
chr1:19428014-19428136 11229.1706331493 91.2940701882059 TRUE
chr1:19430578-19430752 23541.8500739555 134.52485756546 TRUE
chr1:19431079-19431161 5680.33470615393 68.4377675440232 TRUE
chr1:19431542-19431684 14533.2049076095 101.630803549717 TRUE
chr1:19432227-19432337 9982.73592003765 89.934557838177 TRUE
chr1:19433063-19433221 16106.772712301 101.300457310069 TRUE
chr1:19433331-19433461 3059.32986585848 23.3536630981563 TRUE
chr1:19436590-19436718 11902.1942087543 92.2650713856921 TRUE
chr1:19436874-19436959 12831.0947711113 149.198776408271 TRUE
chr1:19437236-19437327 6575.43356764388 71.4721039961291 TRUE
chr1:19439018-19439362 49294.5381828442 142.882719370563 TRUE
chr1:19440193-19440322 13854.6797661176 106.574459739366 TRUE
chr1:19440439-19440565 12871.1832634858 101.347899712487 TRUE
chr1:19441305-19441444 18087.8673769458 129.19905269247 TRUE
chr1:19441892-19442132 34879.8041641328 144.729477859472 TRUE
chr1:19443715-19443909 16859.5504587692 86.4592331218931 TRUE
chr1:19444317-19444405 6979.83211751004 78.4250799720229 TRUE
chr1:19445366-19445452 9586.43678964489 110.188928616608 TRUE
chr1:19446051-19446196 6682.79013659809 45.7725351821787 TRUE
chr1:19446674-19446843 16756.8093125247 98.5694665442629 TRUE
chr1:19447683-19447929 15340.2690003116 62.106352227982 TRUE
chr1:19448428-19448507 4213.89759155746 52.6737198944683 TRUE
chr1:19449327-19449555 26353.450935578 115.080571771083 TRUE
chr1:19451035-19451185 10664.1886522584 70.6237659089959 TRUE
chr1:19452940-19453150 22261.2611631177 105.503607408141 TRUE
chr1:19454117-19454234 15888.1937454386 134.645709707107 TRUE
chr1:19454705-19454813 8310.8066094919 76.2459321971734 TRUE
chr1:19455472-19455569 4496.45411132565 45.8821848094454 TRUE
chr1:19464501-19464676 21173.8942756848 120.306217475482 TRUE
chr1:19465577-19465715 18169.1054886897 130.712989127264 TRUE
chr1:19467282-19467387 5709.60642561924 53.8642115624457 TRUE
chr1:19467841-19468019 26702.9649283885 149.17857501893 TRUE
chr1:19468141-19468272 34787.3801077125 263.540758391761 TRUE
chr1:19470474-19470586 9922.67197883053 87.8112564498277 TRUE
chr1:19471280-19471402 20645.2332104229 167.847424474983 TRUE
chr1:19472287-19472428 16384.9012274565 115.38662836237 TRUE
chr1:19473320-19473495 25848.2966090464 146.865321642309 TRUE
chr1:19474487-19474622 11660.6388713916 85.7399917014091 TRUE
chr1:19475057-19475121 10649.5015013563 163.838484636251 TRUE
chr1:19477071-19477288 23204.9832899016 106.444877476613 TRUE
chr1:19478137-19478354 22372.5921498313 102.626569494639 TRUE
chr1:19478807-19478971 8308.03347365888 50.351718022175 TRUE
chr1:19479795-19479997 18994.8528185025 93.5707035394214 TRUE
chr1:19480262-19480434 9843.83931790139 56.9008053057884 TRUE
chr1:19481412-19481570 8624.27396441579 54.240716757332 TRUE
chr1:19481935-19482163 22428.4703014319 97.9409183468642 TRUE
chr1:19482765-19482918 21785.8042174607 141.466261152342 TRUE
chr1:19483261-19483420 24252.100682404 151.575629265025 TRUE
chr1:19484309-19484492 31041.8783186482 168.705860427436 TRUE
chr1:19486605-19486776 12218.4703422902 71.0376182691288 TRUE
chr1:19487411-19487642 25484.5638354801 109.847257911552 TRUE
chr1:19488083-19488231 13314.6952052162 89.3603705048067 TRUE
chr1:19488321-19488392 8658.26482807066 120.253678167648 TRUE
chr1:19488914-19489106 11464.6094540989 59.4021215238287 TRUE
chr1:19490258-19490322 12902.1084478492 198.493976120757 TRUE
chr1:19490747-19490936 10505.3345333139 55.2912343858626 TRUE
chr1:19491293-19491492 17766.0704877341 88.8303524386704 TRUE
chr1:19491743-19491844 6996.87480647988 68.5968118282341 TRUE
chr1:19492150-19492252 6192.10748591749 60.1175484069659 TRUE
chr1:19493516-19493726 21926.5875482606 103.917476532041 TRUE
chr1:19494521-19494679 8440.51219471395 53.0849823566915 TRUE
chr1:19495929-19496027 7104.88527476072 71.766517926876 TRUE
chr1:19497256-19497378 8214.61868469744 66.7855177617678 TRUE
chr1:19499358-19499588 25728.4320447938 111.378493700406 TRUE
chr1:19499675-19499801 14587.3786886082 114.8612495166 TRUE
chr1:19499933-19500116 12232.1159984424 66.4788912958826 TRUE
chr1:19500813-19500942 7504.48859203807 57.7268353233698 TRUE
chr1:19501448-19501528 9847.99120409107 121.580138322112 TRUE
chr1:19503086-19503222 19039.6328068356 138.975421947705 TRUE
chr1:19503955-19504238 25204.2646018124 88.7474105697619 TRUE
chr1:19505545-19505715 14028.0070123509 82.0351287271982 TRUE
chr1:19510305-19510391 6000.75118228281 68.9741515204921 TRUE
chr1:19510510-19510670 28130.311674236 174.72243275923 TRUE
chr1:19511593-19511781 4866.35389170051 25.7479041888916 TRUE
chr1:19513034-19513152 8793.55559583139 73.8954251750537 TRUE
chr1:19513658-19513796 17793.489832079 128.010718216396 TRUE
chr1:19513935-19514035 10841.2410344746 107.339020143313 TRUE
chr1:19518682-19518873 29946.9909681256 155.973911292321 TRUE
chr1:19518975-19519035 3091.57638836784 50.6815801371777 TRUE
chr1:19519927-19520052 28618.2256571883 227.12877505705 TRUE
chr1:19523635-19523760 15659.1574828303 124.27902764151 TRUE
chr1:19524164-19524306 15054.7058757561 105.277663466826 TRUE
chr1:19524441-19524544 13969.2390548735 134.319606296861 TRUE
chr1:19525035-19525175 17171.2804004869 121.782130499907 TRUE
chr1:19525293-19525423 13161.0650282339 100.466145253694 TRUE
chr1:19526145-19526249 5429.50085396654 51.7095319425385 TRUE
chr1:19528212-19528310 14367.6148399051 145.127422625304 TRUE
chr1:19536567-19536743 21637.7730975417 122.247305635829 TRUE
chr1:19992247-19992961 116581.571780508 163.051149343368 TRUE
chr1:20005060-20005219 6715.82382107816 41.9738988817385 TRUE
chr1:20005412-20005862 32271.84462078 71.5561964984035 TRUE
chr1:20517055-20517898 128613.959040149 152.386207393541 TRUE
chr1:21924213-21924222 453.990082986576 45.3990082986576 TRUE
chr1:21924454-21924558 2300.39596209372 21.9085329723211 TRUE
chr1:21924893-21924996 4202.92796602201 40.4127689040578 TRUE
chr1:21925987-21926111 3193.69105721586 25.5495284577269 TRUE
chr1:21928177-21928291 6110.97701007684 53.1389305224073 TRUE
chr1:21929297-21929407 14104.4903870149 127.067480964098 TRUE
chr1:21930328-21930406 17020.9869961538 215.455531596884 TRUE
chr1:21932559-21932691 5578.05513168951 41.9402641480414 TRUE
chr1:21934706-21934844 10675.5660507496 76.8026334586303 TRUE
chr1:21935343-21935430 11267.5388296823 128.040213973662 TRUE
chr1:21936068-21936140 6398.31433558347 87.6481415833352 TRUE
chr1:21936613-21936769 25136.8746585054 160.107481901308 TRUE
chr1:21937945-21938075 14378.6948426622 109.761029333299 TRUE
chr1:21938209-21938310 8995.20216685902 88.1882565378335 TRUE
chr1:21938519-21938603 5632.63873518979 66.2663380610564 TRUE
chr1:21939669-21939723 5512.59850092067 100.229063653103 TRUE
chr1:21940121-21940200 9714.5550614336 121.43193826792 TRUE
chr1:21940479-21940583 6726.74070871477 64.064197225855 TRUE
chr1:21943799-21943985 15717.7105368642 84.0519280046213 TRUE
chr1:21944427-21944466 5205.81449804504 130.145362451126 TRUE
chr1:21945518-21945566 2731.91200026808 55.75330612792 TRUE
chr1:21946508-21946544 7979.29280459158 215.656562286259 TRUE
chr1:21952797-21952891 4616.65777624338 48.5963976446672 TRUE
chr1:21976254-21976290 5893.95430091508 159.296062186894 TRUE
chr1:21978272-21978316 390.948633814878 8.68774741810839 TRUE
chr1:22138945-22139030 2472.92406881184 28.7549310326958 TRUE
chr1:22140891-22141317 92422.1299793238 216.445269272421 TRUE
chr1:22142436-22142568 12245.3280202589 92.0701354906682 TRUE
chr1:22147943-22148105 24457.8521725536 150.048172837752 TRUE
chr1:22148695-22148709 604.928692797984 40.3285795198656 TRUE
chr1:22404972-22405077 2277.7225986214 21.4879490435981 TRUE
chr1:22408215-22408288 440.469417054643 5.95228941965734 TRUE
chr1:22412932-22413042 7776.896241064 70.0621282978739 TRUE
chr1:22413162-22413360 16386.184249919 82.3426344217034 TRUE
chr1:22416436-22416526 6251.52260998259 68.6980506591493 TRUE
chr1:22417921-22418011 90.0580263376698 0.989648641073294 TRUE
chr1:23337394-23337595 24699.6751485762 122.275619547407 TRUE
chr1:23340376-23340539 9885.04954985198 60.2746923771462 TRUE
chr1:23342265-23342267 112.905250421485 37.6350834738283 TRUE
chr1:23688462-23689715 186380.619633762 148.628883280512 TRUE
chr1:23693535-23693662 10606.1396196947 82.8604657788646 TRUE
chr1:23694466-23694499 3046.77501257794 89.6110297817041 TRUE
chr1:24069916-24070069 2007.56135872126 13.0361127189692 TRUE
chr1:24075511-24075568 8365.66664219037 144.235631761903 TRUE
chr1:24076332-24076439 5258.01365571389 48.6853116269805 TRUE
chr1:24077335-24078521 173169.329553013 145.888230457467 TRUE
chr1:24078897-24079009 15142.0582709415 134.000515672049 TRUE
chr1:24080590-24080746 23346.637844562 148.704699646892 TRUE
chr1:24080853-24080951 19515.024383417 197.121458418354 TRUE
chr1:24082333-24082514 33687.1678987376 185.094329113943 TRUE
chr1:24082764-24082876 4026.95560558684 35.63677527068 TRUE
chr1:24083443-24083616 3951.78208810784 22.7113913109646 TRUE
chr1:24086002-24086064 7896.14146183464 125.33557875928 TRUE
chr1:24122439-24122498 4543.81801753603 75.7303002922672 TRUE
chr1:24122641-24122756 9611.12702441714 82.8545433139409 TRUE
chr1:24122999-24123077 4786.81125545039 60.5925475373467 TRUE
chr1:24123187-24123273 10005.2814965199 115.003235592183 TRUE
chr1:24123366-24123433 12278.2144067213 180.561976569431 TRUE
chr1:24123524-24123638 13122.378340893 114.107637746896 TRUE
chr1:24124185-24124362 12472.7624943241 70.071699406315 TRUE
chr1:24124607-24124721 19767.5604206051 171.891829744392 TRUE
chr1:24125105-24125221 28601.5607885932 244.457784517891 TRUE
chr1:24125377-24125498 28057.741528817 229.981487941123 TRUE
chr1:24128953-24129055 11290.3979145712 109.615513733701 TRUE
chr1:24130890-24131016 20087.9334713158 158.17270449855 TRUE
chr1:24134625-24134814 13102.3311850128 68.9596378158567 TRUE
chr1:24137226-24137290 3053.84329784339 46.982204582206 TRUE
chr1:24140680-24140829 28816.0222937284 192.106815291523 TRUE
chr1:24143165-24143261 8817.08937072014 90.8978285641251 TRUE
chr1:24143966-24144074 6547.57733414308 60.0695168270007 TRUE
chr1:24147000-24147084 10231.7995191947 120.374111990526 TRUE
chr1:24151846-24151906 8002.73057523664 131.192304512076 TRUE
chr1:25666978-25667071 21182.0131075259 225.34056497368 TRUE
chr1:25669452-25669565 14073.6394650381 123.452977763492 TRUE
chr1:25678117-25678185 10948.9715266232 158.680746762655 TRUE
chr1:25679373-25679466 14637.5794843784 155.718930684877 TRUE
chr1:25683284-25683345 4644.50711111038 74.9114050179094 TRUE
chr1:25687151-25687197 7394.3896820649 157.327440043934 TRUE
chr1:26517119-26517332 6413.24754870643 29.9684464892824 TRUE
chr1:26517778-26517922 5989.07087646851 41.3039370790932 TRUE
chr1:26520278-26520380 23979.001116435 232.805836081893 TRUE
chr1:26524177-26524275 6298.27082973958 63.6188972700968 TRUE
chr1:26524448-26524569 2909.36229024038 23.8472318872162 TRUE
chr1:26524777-26524911 17765.518285782 131.596431746533 TRUE
chr1:26526375-26526550 20866.0729155162 118.557232474524 TRUE
chr1:26527321-26527533 24564.480159765 115.326197933169 TRUE
chr1:26527845-26528011 16925.2730693079 101.348940534778 TRUE
chr1:26528980-26529034 5678.42726641278 103.244132116596 TRUE
chr1:26566275-26566330 4488.20245985444 80.1464724974007 TRUE
chr1:26570657-26570810 13705.7116089247 88.9981273306801 TRUE
chr1:26581662-26582357 119515.666628434 171.717911822463 TRUE
chr1:26584088-26584222 12061.2658249044 89.3427098141064 TRUE
chr1:26584634-26584752 18359.7347602495 154.283485380248 TRUE
chr1:26586108-26586294 11014.8327170957 58.9028487545225 TRUE
chr1:26594974-26595127 8781.87456827872 57.0251595342774 TRUE
chr1:26595951-26596106 12669.7466816573 81.2163248824187 TRUE
chr1:26597505-26597599 10634.1345862672 111.938258802813 TRUE
chr1:26598512-26598563 2555.7412270774 49.1488697514885 TRUE
chr1:26601455-26601563 7886.4855563865 72.3530784989587 TRUE
chr1:26603026-26603252 29578.1152523656 130.300067191038 TRUE
chr1:26603624-26603785 33587.6852293865 207.331390304855 TRUE
chr1:26644509-26644563 11199.7886762067 203.632521385577 TRUE
chr1:26646662-26646794 22616.0793064304 170.045709070905 TRUE
chr1:28052592-28052673 1287.61115258799 15.7025750315608 TRUE
chr1:28053983-28054048 2379.79714448304 36.0575324921673 TRUE
chr1:28056743-28056845 0 0 TRUE
chr1:28059114-28059169 6863.29651990718 122.558866426914 TRUE
chr1:28060542-28060695 16545.7207635705 107.43974521799 TRUE
chr1:28071165-28071323 9410.46120278106 59.1852905835287 TRUE
chr1:28075579-28075666 8042.10647051755 91.3875735286085 TRUE
chr1:28081706-28081842 13915.7045368595 101.574485670507 TRUE
chr1:28086037-28086139 4918.16386083172 47.7491636973953 TRUE
chr1:28087006-28087093 9848.24215711961 111.911842694541 TRUE
chr1:31186429-31186479 568.660725151503 11.1502102970883 TRUE
chr1:31187094-31187175 9087.19812737568 110.81948935824 TRUE
chr1:31188004-31188157 22252.4012862097 144.496112248115 TRUE
chr1:31188756-31189173 64077.1546098226 153.294628253164 TRUE
chr1:31189637-31189763 4063.09123506391 31.992844370582 TRUE
chr1:31191582-31191805 5905.26926892087 26.3628092362539 TRUE
chr1:31194252-31194599 52598.3294221312 151.144624776239 TRUE
chr1:31196305-31196399 2567.46485775003 27.0259458710529 TRUE
chr1:32193021-32193207 9008.02302308545 48.1712461127564 TRUE
chr1:32193626-32193683 2056.82232702867 35.4624539142875 TRUE
chr1:32193783-32193882 11606.7231119117 116.067231119117 TRUE
chr1:32194199-32194235 4752.73764389471 128.452368753911 TRUE
chr1:32196401-32197021 60465.8243459534 97.3684772076545 TRUE
chr1:32197716-32197756 7248.29792547196 176.787754279804 TRUE
chr1:32198118-32198214 3963.3334244728 40.8591074687918 TRUE
chr1:32198573-32198745 7710.22709274789 44.5677866632826 TRUE
chr1:32200784-32200883 702.113539229684 7.02113539229684 TRUE
chr1:32201181-32201267 22901.152948946 263.231643091333 TRUE
chr1:32201428-32201495 10282.1212027379 151.207664746146 TRUE
chr1:32201922-32201992 11400.5145856704 160.570627967189 TRUE
chr1:32202174-32202325 7253.56367959896 47.7208136815721 TRUE
chr1:32203030-32203133 14460.4437540501 139.042728404328 TRUE
chr1:32203253-32203357 8790.37657473962 83.7178721403773 TRUE
chr1:32203801-32203928 8242.87068471802 64.3974272243595 TRUE
chr1:32204188-32204232 2029.19810248489 45.0932911663309 TRUE
chr1:32204433-32204539 7133.04798023323 66.6639998152638 TRUE
chr1:32204909-32205237 40600.5654895918 123.405974132498 TRUE
chr1:32205527-32205636 10576.2710770726 96.1479188824778 TRUE
chr1:32205711-32205780 5986.24643050719 85.5178061501027 TRUE
chr1:32205948-32206143 10970.1291389681 55.9700466273883 TRUE
chr1:32206974-32207081 10187.4302960934 94.328058297161 TRUE
chr1:32207225-32207327 15065.9662036254 146.271516540052 TRUE
chr1:32207401-32207569 31643.9418117092 187.242259240883 TRUE
chr1:32207654-32207819 5627.81249374085 33.9024849020533 TRUE
chr1:32208439-32208604 5131.68131047604 30.913742834193 TRUE
chr1:32209794-32209959 12725.6922142664 76.6607964714841 TRUE
chr1:32210249-32210333 4484.79406271657 52.7622830907832 TRUE
chr1:32221600-32222417 86474.0431627697 105.71398919654 TRUE
chr1:32222802-32222823 1314.8410649742 59.7655029533728 TRUE
chr1:32800198-32800699 46075.1798557233 91.7832268042297 TRUE
chr1:32801548-32801635 315.017247059309 3.57974144385578 TRUE
chr1:33241582-33241693 3425.19732048688 30.5821189329186 TRUE
chr1:33244983-33245125 20585.6194817193 143.955380991044 TRUE
chr1:33245686-33245880 14278.0367103469 73.2207010787019 TRUE
chr1:33246649-33246747 14431.6217981659 145.773957557231 TRUE
chr1:33248005-33248141 8112.92558143431 59.2184349009804 TRUE
chr1:33251963-33252049 17581.9602354942 202.091496959704 TRUE
chr1:33252541-33252677 20433.4714763757 149.149426834859 TRUE
chr1:33256763-33256856 9016.19791968976 95.9169991456357 TRUE
chr1:33263364-33263445 4933.71156319453 60.1672141852992 TRUE
chr1:33272083-33272213 8487.28375110989 64.7884255809915 TRUE
chr1:33276192-33276368 23533.5275187424 132.957782591765 TRUE
chr1:33276512-33276659 29997.0070323153 202.682479948076 TRUE
chr1:33282789-33282846 7684.92988228568 132.498791073891 TRUE
chr1:34329793-34330354 78558.6247350202 139.784029777616 TRUE
chr1:40420965-40421058 15268.7982190529 162.434023606946 TRUE
chr1:40422759-40422894 26688.0760256425 196.235853129724 TRUE
chr1:40424334-40424498 9715.6637456456 58.8828105796703 TRUE
chr1:40430883-40431007 21689.8990567712 173.51919245417 TRUE
chr1:40431143-40431222 15918.4817538797 198.981021923496 TRUE
chr1:40431529-40431687 6823.59957031066 42.9157205679916 TRUE
chr1:40432273-40432364 13604.9937074837 147.880366385692 TRUE
chr1:40432483-40432605 14837.2297888488 120.627884462185 TRUE
chr1:40432758-40432842 8925.91424803863 105.010755859278 TRUE
