Target	gc_bias	mappability	reptiming	Gene	on_target
chr1:13477236-13477523	0.611111111111111	0.350000001490116	31.2486377376141	PRAMEF19	TRUE
chr1:13695525-13696099	0.546086956521739	0.375	10.9634069546799	PRAMEF19	TRUE
chr1:13697107-13697686	0.475862068965517	0.350000001490116	10.9634069546799	PRAMEF19	TRUE
chr1:13698072-13698359	0.611111111111111	0.350000001490116	10.9634069546799	PRAMEF19	TRUE
chr1:15764961-15765001	0.609756097560976	1	73.4940138712968	CTRC	TRUE
chr1:15766796-15766888	0.720430107526882	1	73.4940138712968	CTRC	TRUE
chr1:15766989-15767087	0.565656565656566	1	73.4940138712968	CTRC	TRUE
chr1:15768943-15769069	0.574803149606299	1	73.4940138712968	CTRC	TRUE
chr1:15769914-15770051	0.601449275362319	1	73.4940138712968	CTRC	TRUE
chr1:15771101-15771247	0.619047619047619	1	73.4940138712968	CTRC	TRUE
chr1:15772092-15772245	0.62987012987013	1	73.4940138712968	CTRC	TRUE
chr1:15773070-15773085	0.375	1	73.4940138712968	CTRC	TRUE
chr1:16577165-16578281	0.540734109221128	1	77.8414505307037	FBXO42	TRUE
chr1:16578783-16578900	0.550847457627119	1	77.8414505307037	FBXO42	TRUE
chr1:16579591-16579648	0.482758620689655	1	77.8414505307037	FBXO42	TRUE
chr1:16580130-16580227	0.591836734693878	1	77.8414505307037	FBXO42	TRUE
chr1:16582206-16582317	0.508928571428571	1	77.8414505307037	FBXO42	TRUE
chr1:16583101-16583255	0.509677419354839	1	77.8414505307037	FBXO42	TRUE
chr1:16621278-16621413	0.470588235294118	1	75.9659684436156	FBXO42	TRUE
chr1:16632298-16632415	0.508474576271186	1	75.9659684436156	FBXO42	TRUE
chr1:16641664-16641914	0.50199203187251	1	75.9659684436156	FBXO42	TRUE
chr1:19401326-19401391	0.484848484848485	1	68.3257778658725	UBR4	TRUE
chr1:19403234-19403397	0.567073170731707	1	68.3257778658725	UBR4	TRUE
chr1:19404470-19404561	0.467391304347826	1	68.3257778658725	UBR4	TRUE
chr1:19407843-19408068	0.588495575221239	1	68.3257778658725	UBR4	TRUE
chr1:19410998-19411193	0.566326530612245	1	68.3257778658725	UBR4	TRUE
chr1:19412639-19412765	0.606299212598425	1	68.3257778658725	UBR4	TRUE
chr1:19413173-19413316	0.5625	1	68.3257778658725	UBR4	TRUE
chr1:19414310-19414424	0.556521739130435	1	68.3257778658725	UBR4	TRUE
chr1:19415253-19415472	0.590909090909091	1	68.3257778658725	UBR4	TRUE
chr1:19419313-19419413	0.564356435643564	1	68.3257778658725	UBR4	TRUE
chr1:19419807-19419981	0.457142857142857	1	68.3257778658725	UBR4	TRUE
chr1:19420443-19420634	0.515625	1	68.3257778658725	UBR4	TRUE
chr1:19421400-19421520	0.537190082644628	1	68.3257778658725	UBR4	TRUE
chr1:19422039-19422147	0.486238532110092	1	68.3257778658725	UBR4	TRUE
chr1:19423017-19423145	0.488372093023256	1	68.3257778658725	UBR4	TRUE
chr1:19423687-19423775	0.561797752808989	1	68.3257778658725	UBR4	TRUE
chr1:19426091-19426172	0.402439024390244	1	68.3257778658725	UBR4	TRUE
chr1:19426870-19427068	0.522613065326633	1	68.3257778658725	UBR4	TRUE
chr1:19428014-19428136	0.51219512195122	1	68.3257778658725	UBR4	TRUE
chr1:19430578-19430752	0.52	1	68.3257778658725	UBR4	TRUE
chr1:19431079-19431161	0.55421686746988	1	68.3257778658725	UBR4	TRUE
chr1:19431542-19431684	0.552447552447552	1	68.3257778658725	UBR4	TRUE
chr1:19432227-19432337	0.612612612612613	1	68.3257778658725	UBR4	TRUE
chr1:19433063-19433221	0.534591194968553	1	68.3257778658725	UBR4	TRUE
chr1:19433331-19433461	0.549618320610687	1	68.3257778658725	UBR4	TRUE
chr1:19436590-19436718	0.472868217054264	1	68.3257778658725	UBR4	TRUE
chr1:19436874-19436959	0.558139534883721	1	68.3257778658725	UBR4	TRUE
chr1:19437236-19437327	0.565217391304348	1	68.3257778658725	UBR4	TRUE
chr1:19439018-19439362	0.576811594202899	1	68.3257778658725	UBR4	TRUE
chr1:19440193-19440322	0.492307692307692	1	68.3257778658725	UBR4	TRUE
chr1:19440439-19440565	0.503937007874016	1	68.3257778658725	UBR4	TRUE
chr1:19441305-19441444	0.485714285714286	1	68.3257778658725	UBR4	TRUE
chr1:19441892-19442132	0.551867219917012	1	68.3257778658725	UBR4	TRUE
chr1:19443715-19443909	0.487179487179487	1	68.3257778658725	UBR4	TRUE
chr1:19444317-19444405	0.50561797752809	1	68.3257778658725	UBR4	TRUE
chr1:19445366-19445452	0.425287356321839	1	68.3257778658725	UBR4	TRUE
chr1:19446051-19446196	0.486301369863014	1	68.3257778658725	UBR4	TRUE
chr1:19446674-19446843	0.547058823529412	1	68.3257778658725	UBR4	TRUE
chr1:19447683-19447929	0.546558704453441	1	68.3257778658725	UBR4	TRUE
chr1:19448428-19448507	0.5125	1	68.3257778658725	UBR4	TRUE
chr1:19449327-19449555	0.54585152838428	1	68.3257778658725	UBR4	TRUE
chr1:19451035-19451185	0.450331125827815	1	68.3257778658725	UBR4	TRUE
chr1:19452940-19453150	0.540284360189573	1	68.3257778658725	UBR4	TRUE
chr1:19454117-19454234	0.491525423728814	1	68.3257778658725	UBR4	TRUE
chr1:19454705-19454813	0.467889908256881	1	68.3257778658725	UBR4	TRUE
chr1:19455472-19455569	0.551020408163265	1	68.3257778658725	UBR4	TRUE
chr1:19464501-19464676	0.585227272727273	1	68.3257778658725	UBR4	TRUE
chr1:19465577-19465715	0.640287769784173	1	68.3257778658725	UBR4	TRUE
chr1:19467282-19467387	0.660377358490566	1	68.3257778658725	UBR4	TRUE
chr1:19467841-19468019	0.592178770949721	1	68.3257778658725	UBR4	TRUE
chr1:19468141-19468272	0.492424242424242	1	68.3257778658725	UBR4	TRUE
chr1:19470474-19470586	0.495575221238938	1	68.3257778658725	UBR4	TRUE
chr1:19471280-19471402	0.447154471544715	1	68.3257778658725	UBR4	TRUE
chr1:19472287-19472428	0.507042253521127	1	68.3257778658725	UBR4	TRUE
chr1:19473320-19473495	0.534090909090909	1	68.3257778658725	UBR4	TRUE
chr1:19474487-19474622	0.610294117647059	1	68.3257778658725	UBR4	TRUE
chr1:19475057-19475121	0.523076923076923	1	68.3257778658725	UBR4	TRUE
chr1:19477071-19477288	0.536697247706422	1	68.3257778658725	UBR4	TRUE
chr1:19478137-19478354	0.509174311926605	1	68.3257778658725	UBR4	TRUE
chr1:19478807-19478971	0.490909090909091	1	68.3257778658725	UBR4	TRUE
chr1:19479795-19479997	0.532019704433498	1	68.3257778658725	UBR4	TRUE
chr1:19480262-19480434	0.502890173410405	1	68.3257778658725	UBR4	TRUE
chr1:19481412-19481570	0.528301886792453	1	68.3257778658725	UBR4	TRUE
chr1:19481935-19482163	0.436681222707424	1	68.3257778658725	UBR4	TRUE
chr1:19482765-19482918	0.493506493506494	1	68.3257778658725	UBR4	TRUE
chr1:19483261-19483420	0.5125	1	68.3257778658725	UBR4	TRUE
chr1:19484309-19484492	0.58695652173913	1	68.3257778658725	UBR4	TRUE
chr1:19486605-19486776	0.534883720930233	1	68.3257778658725	UBR4	TRUE
chr1:19487411-19487642	0.543103448275862	1	68.3257778658725	UBR4	TRUE
chr1:19488083-19488231	0.503355704697987	1	68.3257778658725	UBR4	TRUE
chr1:19488321-19488392	0.375	1	68.3257778658725	UBR4	TRUE
chr1:19488914-19489106	0.523316062176166	1	68.3257778658725	UBR4	TRUE
chr1:19490258-19490322	0.369230769230769	1	68.3257778658725	UBR4	TRUE
chr1:19490747-19490936	0.557894736842105	1	68.3257778658725	UBR4	TRUE
chr1:19491293-19491492	0.56	1	68.3257778658725	UBR4	TRUE
chr1:19491743-19491844	0.42156862745098	1	68.3257778658725	UBR4	TRUE
chr1:19492150-19492252	0.485436893203884	1	68.3257778658725	UBR4	TRUE
chr1:19493516-19493726	0.483412322274882	1	68.3257778658725	UBR4	TRUE
chr1:19494521-19494679	0.528301886792453	1	68.3257778658725	UBR4	TRUE
chr1:19495929-19496027	0.464646464646465	1	68.3257778658725	UBR4	TRUE
chr1:19497256-19497378	0.455284552845528	1	68.3257778658725	UBR4	TRUE
chr1:19499358-19499588	0.480519480519481	1	68.3257778658725	UBR4	TRUE
chr1:19499675-19499801	0.448818897637795	1	68.3257778658725	UBR4	TRUE
chr1:19499933-19500116	0.46195652173913	1	68.6690648145015	UBR4	TRUE
chr1:19500813-19500942	0.476923076923077	1	69.0123517631304	UBR4	TRUE
chr1:19501448-19501528	0.518518518518518	1	69.0123517631304	UBR4	TRUE
chr1:19503086-19503222	0.503649635036496	1	69.0123517631304	UBR4	TRUE
chr1:19503955-19504238	0.496478873239437	1	69.0123517631304	UBR4	TRUE
chr1:19505545-19505715	0.532163742690059	1	69.0123517631304	UBR4	TRUE
chr1:19510305-19510391	0.482758620689655	1	69.0123517631304	UBR4	TRUE
chr1:19510510-19510670	0.440993788819876	1	69.0123517631304	UBR4	TRUE
chr1:19511593-19511781	0.544973544973545	1	69.0123517631304	UBR4	TRUE
chr1:19513034-19513152	0.588235294117647	1	69.0123517631304	UBR4	TRUE
chr1:19513658-19513796	0.525179856115108	1	69.0123517631304	UBR4	TRUE
chr1:19513935-19514035	0.475247524752475	1	69.0123517631304	UBR4	TRUE
chr1:19518682-19518873	0.515625	1	69.0123517631304	UBR4	TRUE
chr1:19518975-19519035	0.524590163934426	1	69.0123517631304	UBR4	TRUE
chr1:19519927-19520052	0.531746031746032	1	69.0123517631304	UBR4	TRUE
chr1:19523635-19523760	0.436507936507937	1	69.0123517631304	UBR4	TRUE
chr1:19524164-19524306	0.454545454545455	1	69.0123517631304	UBR4	TRUE
chr1:19524441-19524544	0.442307692307692	1	69.0123517631304	UBR4	TRUE
chr1:19525035-19525175	0.453900709219858	1	69.0123517631304	UBR4	TRUE
chr1:19525293-19525423	0.450381679389313	1	69.0123517631304	UBR4	TRUE
chr1:19526145-19526249	0.514285714285714	1	69.0123517631304	UBR4	TRUE
chr1:19528212-19528310	0.414141414141414	1	69.0123517631304	UBR4	TRUE
chr1:19536567-19536743	0.734463276836158	1	69.0123517631304	UBR4	TRUE
chr1:19992247-19992961	0.697902097902098	1	69.8504933272258	HTR6	TRUE
chr1:20005060-20005219	0.625	1	66.2482861811572	HTR6	TRUE
chr1:20005412-20005862	0.678492239467849	1	66.2482861811572	HTR6	TRUE
chr1:20517055-20517898	0.524881516587678	1	55.2067321928421	.	TRUE
chr1:21924213-21924222	0.6	1	77.1683247632319	RAP1GAP	TRUE
chr1:21924454-21924558	0.647619047619048	1	77.1683247632319	RAP1GAP	TRUE
chr1:21924893-21924996	0.605769230769231	1	77.1683247632319	RAP1GAP	TRUE
chr1:21925987-21926111	0.672	1	77.1683247632319	RAP1GAP	TRUE
chr1:21928177-21928291	0.626086956521739	1	77.1683247632319	RAP1GAP	TRUE
chr1:21929297-21929407	0.621621621621622	1	77.1683247632319	RAP1GAP	TRUE
chr1:21930328-21930406	0.544303797468354	1	77.1683247632319	RAP1GAP	TRUE
chr1:21932559-21932691	0.654135338345865	1	77.1683247632319	RAP1GAP	TRUE
chr1:21934706-21934844	0.618705035971223	1	77.1683247632319	RAP1GAP	TRUE
chr1:21935343-21935430	0.477272727272727	1	77.1683247632319	RAP1GAP	TRUE
chr1:21936068-21936140	0.602739726027397	1	77.1683247632319	RAP1GAP	TRUE
chr1:21936613-21936769	0.617834394904459	1	77.1683247632319	RAP1GAP	TRUE
chr1:21937945-21938075	0.603053435114504	1	77.1683247632319	RAP1GAP	TRUE
chr1:21938209-21938310	0.5	1	77.1683247632319	RAP1GAP	TRUE
chr1:21938519-21938603	0.494117647058824	1	77.1683247632319	RAP1GAP	TRUE
chr1:21939669-21939723	0.509090909090909	1	77.1683247632319	RAP1GAP	TRUE
chr1:21940121-21940200	0.5375	1	77.1683247632319	RAP1GAP	TRUE
chr1:21940479-21940583	0.561904761904762	1	77.1683247632319	RAP1GAP	TRUE
chr1:21943799-21943985	0.609625668449198	1	77.1683247632319	RAP1GAP	TRUE
chr1:21944427-21944466	0.575	1	77.1683247632319	RAP1GAP	TRUE
chr1:21945518-21945566	0.612244897959184	1	77.1683247632319	RAP1GAP	TRUE
chr1:21946508-21946544	0.378378378378378	1	77.1683247632319	RAP1GAP	TRUE
chr1:21952797-21952891	0.536842105263158	1	77.1683247632319	RAP1GAP	TRUE
chr1:21976254-21976290	0.594594594594595	1	77.1683247632319	RAP1GAP	TRUE
chr1:21978272-21978316	0.711111111111111	1	77.1683247632319	RAP1GAP	TRUE
chr1:22138945-22139030	0.581395348837209	1	81.834752828768	LDLRAD2	TRUE
chr1:22140891-22141317	0.725995316159251	1	81.834752828768	LDLRAD2	TRUE
chr1:22142436-22142568	0.62406015037594	1	81.834752828768	LDLRAD2	TRUE
chr1:22147943-22148105	0.619631901840491	1	81.834752828768	LDLRAD2	TRUE
chr1:22148695-22148709	0.533333333333333	1	81.834752828768	LDLRAD2	TRUE
chr1:22404972-22405077	0.415094339622642	0.75	80.2322936105256	CDC42	TRUE
chr1:22408215-22408288	0.391891891891892	1	80.2322936105256	CDC42	TRUE
chr1:22412932-22413042	0.396396396396396	0.75	80.2322936105256	CDC42	TRUE
chr1:22413162-22413360	0.477386934673367	0.58333333581686	80.2322936105256	CDC42	TRUE
chr1:22416436-22416526	0.461538461538462	1	80.2322936105256	CDC42	TRUE
chr1:22417921-22418011	0.494505494505495	0.41666667163372	80.2322936105256	CDC42	TRUE
chr1:23337394-23337595	0.455445544554455	1	70.9848894175917	.	TRUE
chr1:23340376-23340539	0.542682926829268	1	70.9848894175917	.	TRUE
chr1:23342265-23342267	0.333333333333333	1	70.9848894175917	.	TRUE
chr1:23688462-23689715	0.467304625199362	1	77.2245856558923	ZNF436	TRUE
chr1:23693535-23693662	0.5	1	77.2245856558923	ZNF436	TRUE
chr1:23694466-23694499	0.676470588235294	1	77.2245856558923	ZNF436	TRUE
chr1:24069916-24070069	0.720779220779221	1	75.2329211093412	TCEB3	TRUE
chr1:24075511-24075568	0.396551724137931	1	75.2329211093412	TCEB3	TRUE
chr1:24076332-24076439	0.527777777777778	1	75.2329211093412	TCEB3	TRUE
chr1:24077335-24078521	0.501263689974726	1	75.2329211093412	TCEB3	TRUE
chr1:24078897-24079009	0.566371681415929	1	75.2329211093412	TCEB3	TRUE
chr1:24080590-24080746	0.452229299363057	1	75.2329211093412	TCEB3	TRUE
chr1:24080853-24080951	0.454545454545455	1	75.2329211093412	TCEB3	TRUE
chr1:24082333-24082514	0.461538461538462	1	75.2329211093412	TCEB3	TRUE
chr1:24082764-24082876	0.557522123893805	1	75.2329211093412	TCEB3	TRUE
chr1:24083443-24083616	0.586206896551724	1	75.2329211093412	TCEB3	TRUE
chr1:24086002-24086064	0.396825396825397	1	75.2329211093412	TCEB3	TRUE
chr1:24122439-24122498	0.583333333333333	1	75.8591319924534	GALE	TRUE
chr1:24122641-24122756	0.637931034482759	1	75.8591319924534	GALE	TRUE
chr1:24122999-24123077	0.569620253164557	1	75.8591319924534	GALE	TRUE
chr1:24123187-24123273	0.563218390804598	1	75.8591319924534	GALE	TRUE
chr1:24123366-24123433	0.588235294117647	1	75.8591319924534	GALE	TRUE
chr1:24123524-24123638	0.573913043478261	1	75.8591319924534	GALE	TRUE
chr1:24124185-24124362	0.584269662921348	1	75.8591319924534	GALE	TRUE
chr1:24124607-24124721	0.565217391304348	1	75.8591319924534	GALE	TRUE
chr1:24125105-24125221	0.615384615384615	1	75.8591319924534	GALE	TRUE
chr1:24125377-24125498	0.573770491803279	1	75.8591319924534	GALE	TRUE
chr1:24128953-24129055	0.466019417475728	1	75.8591319924534	HMGCL	TRUE
chr1:24130890-24131016	0.574803149606299	1	75.8591319924534	HMGCL	TRUE
chr1:24134625-24134814	0.573684210526316	1	75.8591319924534	HMGCL	TRUE
chr1:24137226-24137290	0.538461538461538	1	75.8591319924534	HMGCL	TRUE
chr1:24140680-24140829	0.5	1	75.8591319924534	HMGCL	TRUE
chr1:24143165-24143261	0.515463917525773	1	75.8591319924534	HMGCL	TRUE
chr1:24143966-24144074	0.440366972477064	1	75.8591319924534	HMGCL	TRUE
chr1:24147000-24147084	0.470588235294118	1	75.8591319924534	HMGCL	TRUE
chr1:24151846-24151906	0.688524590163934	1	75.8591319924534	HMGCL	TRUE
chr1:25666978-25667071	0.468085106382979	1	81.5530390975499	TMEM50A	TRUE
chr1:25669452-25669565	0.403508771929825	1	81.5530390975499	TMEM50A	TRUE
chr1:25678117-25678185	0.449275362318841	1	81.5530390975499	TMEM50A	TRUE
chr1:25679373-25679466	0.425531914893617	1	81.5530390975499	TMEM50A	TRUE
chr1:25683284-25683345	0.354838709677419	1	81.5530390975499	TMEM50A	TRUE
chr1:25687151-25687197	0.468085106382979	1	81.5530390975499	TMEM50A	TRUE
chr1:26517119-26517332	0.607476635514019	1	80.0973251644928	CATSPER4	TRUE
chr1:26517778-26517922	0.586206896551724	1	80.0973251644928	CATSPER4	TRUE
chr1:26520278-26520380	0.446601941747573	1	80.0973251644928	CATSPER4	TRUE
chr1:26524177-26524275	0.414141414141414	1	80.0973251644928	CATSPER4	TRUE
chr1:26524448-26524569	0.60655737704918	1	80.0973251644928	CATSPER4	TRUE
chr1:26524777-26524911	0.503703703703704	1	80.0973251644928	CATSPER4	TRUE
chr1:26526375-26526550	0.494318181818182	1	80.0973251644928	CATSPER4	TRUE
chr1:26527321-26527533	0.553990610328638	1	80.0973251644928	CATSPER4	TRUE
chr1:26527845-26528011	0.568862275449102	1	80.0973251644928	CATSPER4	TRUE
chr1:26528980-26529034	0.418181818181818	1	80.0973251644928	CATSPER4	TRUE
