Target total_coverage average_coverage on_target
chr1:6309398-6310064 44524.5538632888 66.7534540678993 TRUE
chr1:6310500-6310685 6325.72891010445 34.0092952156153 TRUE
chr1:6311398-6311591 38787.9354915164 199.93781181194 TRUE
chr1:6313778-6314208 29902.7486966093 69.3799273703232 TRUE
chr1:6314610-6314966 64499.0758962501 180.669680381653 TRUE
chr1:8921419-8921489 3098.51270475107 43.6410240105784 TRUE
chr1:8922946-8923005 8461.67524632594 141.027920772099 TRUE
chr1:8923294-8923403 11402.5976825376 103.65997893216 TRUE
chr1:8923950-8924152 26538.2416730719 130.730254547152 TRUE
chr1:8925344-8925542 13314.6257628975 66.9076671502386 TRUE
chr1:8926338-8926561 38974.9611815019 173.995362417419 TRUE
chr1:8927176-8927310 30974.5941940896 229.441438474738 TRUE
chr1:8928047-8928117 7619.51129052205 107.317060429888 TRUE
chr1:8930511-8930570 2590.88723377779 43.1814538962965 TRUE
chr1:8931950-8932046 8950.56621016957 92.2738784553564 TRUE
chr1:8934883-8934968 8964.1286470014 104.2340540349 TRUE
chr1:10292387-10292493 10072.7425462766 94.1377808063235 TRUE
chr1:10316305-10316382 20372.8664171752 261.19059509199 TRUE
chr1:10318551-10318731 11115.5184745207 61.41170427912 TRUE
chr1:10321963-10322029 10964.9376395774 163.655785665334 TRUE
chr1:10327438-10327617 17544.7162590319 97.4706458835104 TRUE
chr1:10328210-10328322 7209.87667647463 63.8042183758817 TRUE
chr1:10331560-10331638 10522.3475774684 133.194273132511 TRUE
chr1:10332299-10332365 8629.18722819573 128.793839226802 TRUE
chr1:10335486-10335562 6656.87470626552 86.4529182631886 TRUE
chr1:10336379-10336458 16052.6983164684 200.658728955855 TRUE
chr1:10338044-10338187 16387.2726334243 113.80050439878 TRUE
chr1:10342458-10342592 17883.6916492582 132.471789994505 TRUE
chr1:10351140-10351220 7916.07284361402 97.7292943656052 TRUE
chr1:10352105-10352181 5038.99501208272 65.4414936634119 TRUE
chr1:10355144-10355224 23740.0271749055 293.086755245747 TRUE
chr1:10355718-10355825 8243.30940850734 76.3269389676606 TRUE
chr1:10356640-10356724 5767.27808469692 67.8503304081991 TRUE
chr1:10356955-10357136 36444.4944720424 200.244475121112 TRUE
chr1:10357232-10357305 4976.89443518419 67.2553302051917 TRUE
chr1:10363221-10364706 306052.387022383 205.957191805103 TRUE
chr1:10380101-10380195 17650.9903194889 185.799898099883 TRUE
chr1:10381767-10381916 14259.669032253 95.0644602150203 TRUE
chr1:10383942-10384121 23517.3856238087 130.652142354493 TRUE
chr1:10384816-10384954 17045.8369070597 122.631920194674 TRUE
chr1:10386169-10386418 50393.7135648073 201.574854259229 TRUE
chr1:10394578-10394697 28441.2853760002 237.010711466668 TRUE
chr1:10396715-10396801 13676.2005861816 157.197707887145 TRUE
chr1:10397132-10397262 16879.1559806275 128.848518936088 TRUE
chr1:10397429-10397592 37430.42277312 228.234285201951 TRUE
chr1:10399827-10399918 7733.24366885976 84.0569964006496 TRUE
chr1:10402108-10402227 11659.6275785703 97.1635631547526 TRUE
chr1:10403290-10403346 4011.45694020406 70.3764375474396 TRUE
chr1:10405903-10406012 13195.0061550928 119.954601409935 TRUE
chr1:10407819-10407886 6882.12735638984 101.207755241027 TRUE
chr1:10408707-10408792 19364.4457350031 225.167973662827 TRUE
chr1:10412689-10412795 12383.52179787 115.733848578224 TRUE
chr1:10420987-10421102 34272.5346912916 295.452885269755 TRUE
chr1:10421750-10421884 28737.5179022235 212.870502979433 TRUE
chr1:10423341-10423403 4103.60115932766 65.1365263385343 TRUE
chr1:10425158-10425304 25059.3958388164 170.472080536166 TRUE
chr1:10425467-10425707 50047.127845863 207.664430895697 TRUE
chr1:10428525-10428597 9000.6130595013 123.296069308237 TRUE
chr1:10431199-10431321 21813.9562108134 177.349237486288 TRUE
chr1:10434374-10434524 16054.8492279705 106.323504820997 TRUE
chr1:10434912-10435105 13684.6797859892 70.5395865257173 TRUE
chr1:10435313-10435432 8180.18670792649 68.1682225660541 TRUE
chr1:10436603-10436646 10424.9129697846 236.929840222378 TRUE
chr1:12049226-12049401 17374.5637529094 98.7191122324399 TRUE
chr1:12052612-12052748 28300.3363921795 206.571798483062 TRUE
chr1:12056213-12056376 20257.0622504855 123.518672259058 TRUE
chr1:12057354-12057479 13129.0692357791 104.198962188723 TRUE
chr1:12058827-12058936 34942.1703144491 317.656093767719 TRUE
chr1:12059045-12059153 19211.969953028 176.256605073651 TRUE
chr1:12061458-12061612 4448.81014237604 28.7020009185551 TRUE
chr1:12061826-12061894 12694.9595017178 183.98492031475 TRUE
chr1:12062039-12062161 18002.1653795403 146.359068126344 TRUE
chr1:12064049-12064176 12254.5703075531 95.7388305277584 TRUE
chr1:12064566-12064671 20288.7699077632 191.403489695879 TRUE
chr1:12064882-12064985 6828.44345749939 65.6581101682634 TRUE
chr1:12065768-12065989 33469.1304288963 150.761848778812 TRUE
chr1:12066595-12066751 18766.0331117696 119.528873323373 TRUE
chr1:12067110-12067307 10933.3976598577 55.2191801002916 TRUE
chr1:12069649-12069784 21353.6796160868 157.012350118285 TRUE
chr1:12071553-12071623 4153.9675152653 58.5065847220465 TRUE
chr1:12939365-12939927 436.943205833712 0.776098056543006 TRUE
chr1:12941675-12942257 38.0475379670642 0.0652616431682062 TRUE
chr1:12942923-12943216 8790.95516937437 29.9012080590965 TRUE
chr1:13474689-13475263 0 0 TRUE
chr1:13476271-13476850 215.732110156195 0.371951914062405 TRUE
chr1:13477236-13477523 3453.282902794 11.9905656347014 TRUE
chr1:13695525-13696099 0 0 TRUE
chr1:13697107-13697686 418.774096185554 0.722024303768197 TRUE
chr1:13698072-13698359 5444.82498351807 18.9056423038822 TRUE
chr1:15764961-15765001 1888.11137796264 46.0514970234789 TRUE
chr1:15766796-15766888 1436.78981467937 15.4493528460147 TRUE
chr1:15766989-15767087 6021.71240265621 60.8253778046082 TRUE
chr1:15768943-15769069 13906.005472467 109.496106082417 TRUE
chr1:15769914-15770051 21478.921072925 155.644355600906 TRUE
chr1:15771101-15771247 16287.0667806972 110.796372657804 TRUE
chr1:15772092-15772245 11772.1170463637 76.4423184828812 TRUE
chr1:15773070-15773085 1889.84895545866 118.115559716166 TRUE
chr1:16577165-16578281 184530.339064606 165.20173595757 TRUE
chr1:16578783-16578900 11924.8187581894 101.057786086351 TRUE
chr1:16579591-16579648 3354.92704422903 57.8435697280868 TRUE
chr1:16580130-16580227 19881.681219462 202.874298157776 TRUE
chr1:16582206-16582317 4934.39167969159 44.0570685686749 TRUE
chr1:16583101-16583255 17804.2515158741 114.866138812091 TRUE
chr1:16621278-16621413 14262.1241928089 104.868560241242 TRUE
chr1:16632298-16632415 5175.9326257918 43.8638358117949 TRUE
chr1:16641664-16641914 37529.3225163624 149.519213212599 TRUE
chr1:19401326-19401391 5152.92882127523 78.0746791102307 TRUE
chr1:19403234-19403397 37964.8262097575 231.492842742424 TRUE
chr1:19404470-19404561 4160.53150911961 45.2231685773871 TRUE
chr1:19407843-19408068 47944.7139413064 212.144751952683 TRUE
chr1:19410998-19411193 22846.2094302291 116.562293011373 TRUE
chr1:19412639-19412765 10150.9144645892 79.9284603510957 TRUE
chr1:19413173-19413316 14562.0205584883 101.12514276728 TRUE
chr1:19414310-19414424 5013.79020327716 43.598175680671 TRUE
chr1:19415253-19415472 22876.0767743499 103.982167156136 TRUE
chr1:19419313-19419413 12100.2352358352 119.804309265695 TRUE
chr1:19419807-19419981 22949.3900374371 131.139371642498 TRUE
chr1:19420443-19420634 12023.5841586258 62.6228341595092 TRUE
chr1:19421400-19421520 16487.1803817284 136.257689105193 TRUE
chr1:19422039-19422147 6769.69901524331 62.1073304150762 TRUE
chr1:19423017-19423145 16357.6350751814 126.803372675825 TRUE
chr1:19423687-19423775 5786.07579079404 65.0120875370117 TRUE
chr1:19426091-19426172 7844.25401286178 95.6616343031925 TRUE
chr1:19426870-19427068 21184.8784552793 106.45667565467 TRUE
chr1:19428014-19428136 13536.8800501266 110.055935366883 TRUE
chr1:19430578-19430752 26896.9678910557 153.696959377461 TRUE
chr1:19431079-19431161 8046.38075246586 96.9443464152513 TRUE
chr1:19431542-19431684 22977.4169127861 160.68123715235 TRUE
chr1:19432227-19432337 9648.7926516491 86.9260599247667 TRUE
chr1:19433063-19433221 19174.8632993282 120.596624524077 TRUE
chr1:19433331-19433461 5924.6600004464 45.2264122171481 TRUE
chr1:19436590-19436718 14896.9367124915 115.480129554198 TRUE
chr1:19436874-19436959 15532.0911080948 180.605710559242 TRUE
chr1:19437236-19437327 9135.61533916725 99.3001667300788 TRUE
chr1:19439018-19439362 52975.3627472364 153.551776078946 TRUE
chr1:19440193-19440322 21246.3310462452 163.433315740348 TRUE
chr1:19440439-19440565 16128.6014591284 126.996861882901 TRUE
chr1:19441305-19441444 30431.0691317135 217.364779512239 TRUE
chr1:19441892-19442132 38739.6678249779 160.745509647211 TRUE
chr1:19443715-19443909 20094.3862397066 103.048134562598 TRUE
chr1:19444317-19444405 9777.8566121179 109.863557439527 TRUE
chr1:19445366-19445452 13741.8963884698 157.952832051377 TRUE
chr1:19446051-19446196 7235.07979267579 49.5553410457246 TRUE
chr1:19446674-19446843 20559.6998977671 120.939411163336 TRUE
chr1:19447683-19447929 15880.5979993958 64.2939190258938 TRUE
chr1:19448428-19448507 5793.09420346606 72.4136775433258 TRUE
chr1:19449327-19449555 35103.3871557253 153.289900243342 TRUE
chr1:19451035-19451185 13641.7107252744 90.3424551342674 TRUE
chr1:19452940-19453150 19623.4853134576 93.0023000637802 TRUE
chr1:19454117-19454234 20170.4004405243 170.935596953596 TRUE
chr1:19454705-19454813 10167.3412442573 93.2783600390582 TRUE
chr1:19455472-19455569 6044.65674835177 61.6801709015487 TRUE
chr1:19464501-19464676 23952.7801117616 136.0953415441 TRUE
chr1:19465577-19465715 20190.3258748925 145.254142984838 TRUE
chr1:19467282-19467387 7219.89238881296 68.1121923472921 TRUE
chr1:19467841-19468019 33372.1059163263 186.436345901264 TRUE
chr1:19468141-19468272 47346.6380374626 358.686651798959 TRUE
chr1:19470474-19470586 13264.4859088907 117.38483105213 TRUE
chr1:19471280-19471402 19509.2674175911 158.611930224318 TRUE
chr1:19472287-19472428 18207.3350467262 128.220669343142 TRUE
chr1:19473320-19473495 32423.8454208076 184.226394436407 TRUE
chr1:19474487-19474622 15891.200805094 116.847064743338 TRUE
chr1:19475057-19475121 11355.0216670823 174.692641032035 TRUE
chr1:19477071-19477288 26304.0755501285 120.660897018938 TRUE
chr1:19478137-19478354 45429.1929049747 208.390793142086 TRUE
chr1:19478807-19478971 10223.1516498128 61.95849484735 TRUE
chr1:19479795-19479997 22036.917495486 108.556243820128 TRUE
chr1:19480262-19480434 16469.4855125713 95.1993382229556 TRUE
chr1:19481412-19481570 5395.80448856563 33.9358772865763 TRUE
chr1:19481935-19482163 27730.2207174869 121.092666888589 TRUE
chr1:19482765-19482918 28269.5872923726 183.56874865177 TRUE
chr1:19483261-19483420 34230.6737963386 213.941711227116 TRUE
chr1:19484309-19484492 28752.5962295179 156.264109943032 TRUE
chr1:19486605-19486776 20779.4689818616 120.810866173614 TRUE
chr1:19487411-19487642 32098.8836867908 138.35725727065 TRUE
chr1:19488083-19488231 22806.2102495548 153.061813755401 TRUE
chr1:19488321-19488392 13986.8111454257 194.26126590869 TRUE
chr1:19488914-19489106 19628.1986297475 101.700511034961 TRUE
chr1:19490258-19490322 15604.2515680226 240.06540873881 TRUE
chr1:19490747-19490936 16506.2478885371 86.8749888870374 TRUE
chr1:19491293-19491492 27335.9940066456 136.679970033228 TRUE
chr1:19491743-19491844 9028.34091206128 88.5131461966792 TRUE
chr1:19492150-19492252 8492.06254785755 82.4472092025005 TRUE
chr1:19493516-19493726 28279.4145103386 134.025661186439 TRUE
chr1:19494521-19494679 12665.1522023277 79.6550452976583 TRUE
chr1:19495929-19496027 8501.62120165692 85.8749616328982 TRUE
chr1:19497256-19497378 7668.1110611798 62.3423663510553 TRUE
chr1:19499358-19499588 32331.7927351063 139.964470714746 TRUE
chr1:19499675-19499801 20046.001982591 157.842535295992 TRUE
chr1:19499933-19500116 18287.4644340691 99.3883936634193 TRUE
chr1:19500813-19500942 11789.7816995604 90.6906284581569 TRUE
chr1:19501448-19501528 9391.75403906002 115.947580729136 TRUE
chr1:19503086-19503222 18375.125490617 134.125003581146 TRUE
chr1:19503955-19504238 47082.4197657683 165.783168189325 TRUE
chr1:19505545-19505715 19636.5326299144 114.833524151546 TRUE
chr1:19510305-19510391 7027.17795142294 80.7721603611832 TRUE
chr1:19510510-19510670 23340.5976956791 144.972656494901 TRUE
chr1:19511593-19511781 7175.1242362959 37.9636202978619 TRUE
chr1:19513034-19513152 10489.9299023051 88.1506714479423 TRUE
chr1:19513658-19513796 22519.3254177472 162.009535379476 TRUE
chr1:19513935-19514035 17590.2624017417 174.161013878631 TRUE
chr1:19518682-19518873 28214.0827040761 146.948347417063 TRUE
chr1:19518975-19519035 4048.69584461024 66.3720630263974 TRUE
chr1:19519927-19520052 27048.436737278 214.67013283554 TRUE
chr1:19523635-19523760 17010.8502730792 135.006748199041 TRUE
chr1:19524164-19524306 24191.312047636 169.170014319133 TRUE
chr1:19524441-19524544 14747.3889461895 141.801816790284 TRUE
chr1:19525035-19525175 22089.8435368703 156.66555699908 TRUE
chr1:19525293-19525423 20399.4478154858 155.720975690731 TRUE
chr1:19526145-19526249 10730.293017034 102.193266828895 TRUE
chr1:19528212-19528310 16151.7090045975 163.148575804015 TRUE
chr1:19536567-19536743 27339.6726561897 154.4614274361 TRUE
chr1:19992247-19992961 140100.829857965 195.945216584566 TRUE
chr1:20005060-20005219 6272.37320386954 39.2023325241846 TRUE
chr1:20005412-20005862 37097.0672468704 82.2551380196683 TRUE
chr1:20517055-20517898 157114.456474208 186.154569282237 TRUE
chr1:21924213-21924222 502.861174394311 50.2861174394311 TRUE
chr1:21924454-21924558 3223.3186176462 30.6982725490114 TRUE
chr1:21924893-21924996 2477.25294333198 23.8197398397306 TRUE
chr1:21925987-21926111 4263.22361687305 34.1057889349844 TRUE
chr1:21928177-21928291 7329.14142817052 63.7316645927871 TRUE
chr1:21929297-21929407 12249.9261356673 110.359694915922 TRUE
chr1:21930328-21930406 17216.2018667711 217.926605908495 TRUE
chr1:21932559-21932691 7857.3727905443 59.0779909063481 TRUE
chr1:21934706-21934844 10794.9666095658 77.6616302846462 TRUE
chr1:21935343-21935430 14467.4416493713 164.402746015583 TRUE
chr1:21936068-21936140 8993.67210404224 123.200987726606 TRUE
chr1:21936613-21936769 22482.3548924796 143.199712690953 TRUE
chr1:21937945-21938075 19947.3559118597 152.269892456944 TRUE
chr1:21938209-21938310 9762.89180861287 95.714625574636 TRUE
chr1:21938519-21938603 7608.34794764327 89.5099758546267 TRUE
chr1:21939669-21939723 5413.0936294027 98.4198841709582 TRUE
chr1:21940121-21940200 11875.8431171054 148.448038963818 TRUE
chr1:21940479-21940583 8273.58254041857 78.7960241944626 TRUE
chr1:21943799-21943985 15858.1020748739 84.8026848923739 TRUE
chr1:21944427-21944466 5251.80208588012 131.295052147003 TRUE
chr1:21945518-21945566 3588.21555267211 73.2288888300431 TRUE
chr1:21946508-21946544 8587.0264237421 232.081795236273 TRUE
chr1:21952797-21952891 5094.34506350288 53.6246848789777 TRUE
chr1:21976254-21976290 5089.83784139923 137.563184902682 TRUE
chr1:21978272-21978316 726.247891058611 16.1388420235247 TRUE
chr1:22138945-22139030 2814.81470096316 32.7304034995716 TRUE
chr1:22140891-22141317 115522.651199753 270.544850584901 TRUE
chr1:22142436-22142568 12595.8343166201 94.7055211775951 TRUE
chr1:22147943-22148105 25646.4457427753 157.340157931137 TRUE
chr1:22148695-22148709 916.847139191309 61.1231426127539 TRUE
chr1:22404972-22405077 2494.86130345564 23.5364273910909 TRUE
chr1:22408215-22408288 1160.68058667422 15.6848727928949 TRUE
chr1:22412932-22413042 9461.9448817806 85.2427466827081 TRUE
chr1:22413162-22413360 22514.6650691602 113.139020448041 TRUE
chr1:22416436-22416526 10639.3301920428 116.915716396075 TRUE
chr1:22417921-22418011 235.416410484711 2.58699352181001 TRUE
chr1:23337394-23337595 35194.5148082857 174.230271328147 TRUE
chr1:23340376-23340539 13748.5722240336 83.8327574636196 TRUE
chr1:23342265-23342267 238.239686957833 79.4132289859445 TRUE
chr1:23688462-23689715 249098.310676505 198.6429909701 TRUE
chr1:23693535-23693662 9725.87700051715 75.9834140665402 TRUE
chr1:23694466-23694499 2924.27046774314 86.0079549336217 TRUE
chr1:24069916-24070069 3753.96215422565 24.3763776248419 TRUE
chr1:24075511-24075568 7704.8243224232 132.841798662469 TRUE
chr1:24076332-24076439 6460.15700346281 59.8162685505816 TRUE
chr1:24077335-24078521 198886.919108917 167.554270521413 TRUE
chr1:24078897-24079009 20105.4604175599 177.924428473981 TRUE
chr1:24080590-24080746 30334.261646299 193.211857619739 TRUE
chr1:24080853-24080951 23204.7193610965 234.39110465754 TRUE
chr1:24082333-24082514 28068.5132970317 154.222600533141 TRUE
chr1:24082764-24082876 6601.87785463118 58.4236978285945 TRUE
chr1:24083443-24083616 6080.35753049377 34.9445835085849 TRUE
chr1:24086002-24086064 13376.7335784297 212.329104419519 TRUE
chr1:24122439-24122498 4428.79846951337 73.8133078252229 TRUE
chr1:24122641-24122756 10755.5320637527 92.7201039978683 TRUE
chr1:24122999-24123077 3619.59306126639 45.8176336869163 TRUE
chr1:24123187-24123273 12246.0615563608 140.759328234032 TRUE
chr1:24123366-24123433 14217.1402250021 209.075591544149 TRUE
chr1:24123524-24123638 14973.587057034 130.205104843774 TRUE
chr1:24124185-24124362 16525.8942197469 92.8421023581286 TRUE
chr1:24124607-24124721 17653.959371634 153.512690188122 TRUE
chr1:24125105-24125221 18478.8136292184 157.938578027508 TRUE
chr1:24125377-24125498 26850.0234551037 220.082159468063 TRUE
chr1:24128953-24129055 14821.4921121684 143.897981671538 TRUE
chr1:24130890-24131016 15794.0993869051 124.362987298465 TRUE
chr1:24134625-24134814 13158.4978129662 69.2552516471907 TRUE
chr1:24137226-24137290 4850.32382468084 74.6203665335514 TRUE
chr1:24140680-24140829 37619.197218618 250.79464812412 TRUE
chr1:24143165-24143261 11479.6674587826 118.347087203944 TRUE
chr1:24143966-24144074 11329.2703746084 103.938260317508 TRUE
chr1:24147000-24147084 9549.86539355225 112.351357571203 TRUE
chr1:24151846-24151906 7215.442862343 118.285948563 TRUE
chr1:25666978-25667071 16110.9545002293 171.393132981163 TRUE
chr1:25669452-25669565 9078.29412754731 79.6341590135729 TRUE
chr1:25678117-25678185 11375.3641253145 164.860349642239 TRUE
chr1:25679373-25679466 17817.9681321103 189.552852469258 TRUE
chr1:25683284-25683345 4631.58164307792 74.7029297270632 TRUE
chr1:25687151-25687197 8870.87684686059 188.742060571502 TRUE
chr1:26517119-26517332 8731.69907643454 40.8023321328717 TRUE
chr1:26517778-26517922 9027.71611595688 62.2601111445302 TRUE
chr1:26520278-26520380 24987.0328973034 242.592552401004 TRUE
chr1:26524177-26524275 6607.18873498526 66.7392801513663 TRUE
chr1:26524448-26524569 4488.16831335721 36.7882648635837 TRUE
chr1:26524777-26524911 18964.8289240026 140.480214251871 TRUE
chr1:26526375-26526550 27003.7282455922 153.430274122683 TRUE
chr1:26527321-26527533 29346.8854260001 137.778804816902 TRUE
chr1:26527845-26528011 19867.4835423087 118.966967319214 TRUE
chr1:26528980-26529034 5012.0177128991 91.1275947799837 TRUE
chr1:26566275-26566330 3365.30783091882 60.094782694979 TRUE
chr1:26570657-26570810 19322.7604006637 125.47247013418 TRUE
chr1:26581662-26582357 160295.602183185 230.309773251702 TRUE
chr1:26584088-26584222 14231.0990272712 105.415548350157 TRUE
chr1:26584634-26584752 21822.4977947731 183.382334409858 TRUE
chr1:26586108-26586294 12194.6531489927 65.2120489250945 TRUE
chr1:26594974-26595127 9110.01145393661 59.1559185320559 TRUE
chr1:26595951-26596106 15805.120666264 101.314876065795 TRUE
chr1:26597505-26597599 7654.74701711318 80.5762843906651 TRUE
chr1:26598512-26598563 3059.08924447603 58.8286393168467 TRUE
chr1:26601455-26601563 9252.68287526578 84.8869988556494 TRUE
chr1:26603026-26603252 33614.2146199988 148.080240616735 TRUE
chr1:26603624-26603785 44015.2371297517 271.698994628097 TRUE
chr1:26644509-26644563 13115.9809054473 238.472380099041 TRUE
chr1:26646662-26646794 36723.7527719714 276.118441894522 TRUE
chr1:28052592-28052673 1730.26102093138 21.1007441576998 TRUE
chr1:28053983-28054048 1999.38877013412 30.2937692444563 TRUE
chr1:28056743-28056845 0 0 TRUE
chr1:28059114-28059169 9802.70846523483 175.048365450622 TRUE
chr1:28060542-28060695 19910.9900252606 129.292143021173 TRUE
chr1:28071165-28071323 18207.4337066815 114.512161677242 TRUE
chr1:28075579-28075666 10299.4938677493 117.039703042606 TRUE
chr1:28081706-28081842 21201.8166765326 154.757785960092 TRUE
chr1:28086037-28086139 9450.51962038896 91.7526176736792 TRUE
chr1:28087006-28087093 9379.4994167065 106.585220644392 TRUE
chr1:31186429-31186479 1021.61130581464 20.0315942316597 TRUE
chr1:31187094-31187175 8451.28780576569 103.064485436167 TRUE
chr1:31188004-31188157 21999.8751142811 142.856331910916 TRUE
chr1:31188756-31189173 78787.9084186737 188.48781918343 TRUE
chr1:31189637-31189763 4027.13654145201 31.7097365468662 TRUE
chr1:31191582-31191805 8741.28032696919 39.0235728882553 TRUE
chr1:31194252-31194599 48583.9988552283 139.609192112725 TRUE
chr1:31196305-31196399 3909.17312896882 41.1491908312507 TRUE
chr1:32193021-32193207 8079.9075964385 43.2080620130401 TRUE
chr1:32193626-32193683 2557.31858096177 44.0916996717546 TRUE
chr1:32193783-32193882 9648.21352818589 96.4821352818589 TRUE
chr1:32194199-32194235 4367.67500748424 118.045270472547 TRUE
chr1:32196401-32197021 58180.8201222169 93.6889212918146 TRUE
chr1:32197716-32197756 8383.7891354063 204.482661839178 TRUE
chr1:32198118-32198214 4516.20061829824 46.5587692608066 TRUE
chr1:32198573-32198745 8487.96130358032 49.0633601363024 TRUE
chr1:32200784-32200883 1662.95304945723 16.6295304945723 TRUE
chr1:32201181-32201267 26726.4958105196 307.20110127034 TRUE
chr1:32201428-32201495 13435.2733729297 197.577549601907 TRUE
chr1:32201922-32201992 10806.2171410288 152.200241422941 TRUE
chr1:32202174-32202325 11870.1475118606 78.0930757359253 TRUE
chr1:32203030-32203133 18495.5673011431 177.841993280222 TRUE
chr1:32203253-32203357 11655.3288324771 111.003131737877 TRUE
chr1:32203801-32203928 7551.9729613782 58.9997887607672 TRUE
chr1:32204188-32204232 3075.44569991454 68.3432377758786 TRUE
chr1:32204433-32204539 10588.3756410844 98.9567816923778 TRUE
chr1:32204909-32205237 44057.6831044689 133.91393040872 TRUE
chr1:32205527-32205636 12257.3978780977 111.430889800888 TRUE
chr1:32205711-32205780 6298.70449637213 89.9814928053161 TRUE
chr1:32205948-32206143 14761.2063534865 75.3122773137066 TRUE
chr1:32206974-32207081 10212.447554297 94.5596995768243 TRUE
chr1:32207225-32207327 15583.6376489733 151.297452902653 TRUE
chr1:32207401-32207569 39339.1681695713 232.776143015215 TRUE
chr1:32207654-32207819 6000.94290497203 36.1502584636869 TRUE
chr1:32208439-32208604 9995.89599662571 60.2162409435284 TRUE
chr1:32209794-32209959 15127.8668356513 91.1317279256105 TRUE
chr1:32210249-32210333 4971.60141033681 58.4894283569037 TRUE
chr1:32221600-32222417 103692.560040526 126.763520831939 TRUE
chr1:32222802-32222823 1972.81363031161 89.6733468323457 TRUE
chr1:32800198-32800699 61472.1503070723 122.454482683411 TRUE
chr1:32801548-32801635 880.468087596442 10.0053191772323 TRUE
chr1:33241582-33241693 5637.90984553923 50.3384807637431 TRUE
chr1:33244983-33245125 26650.7399632434 186.368810931772 TRUE
chr1:33245686-33245880 11714.3049133549 60.0733585300253 TRUE
chr1:33246649-33246747 18707.1523542252 188.961134891164 TRUE
chr1:33248005-33248141 13083.9353193477 95.5031775134867 TRUE
chr1:33251963-33252049 14647.5757733993 168.36293992413 TRUE
chr1:33252541-33252677 22503.2538385215 164.257327288478 TRUE
chr1:33256763-33256856 6244.40976531135 66.4298911203335 TRUE
chr1:33263364-33263445 6617.87560058035 80.7058000070774 TRUE
chr1:33272083-33272213 8080.10238810288 61.6801709015487 TRUE
chr1:33276192-33276368 31520.6822947954 178.082950818053 TRUE
chr1:33276512-33276659 37985.0941789236 256.656041749484 TRUE
chr1:33282789-33282846 6353.82738098945 109.548747948094 TRUE
chr1:34329793-34330354 116445.891759299 207.199095657116 TRUE
chr1:40420965-40421058 18555.5174707245 197.399122028984 TRUE
chr1:40422759-40422894 19590.0227737352 144.044285100994 TRUE
chr1:40424334-40424498 7643.19593309321 46.3223995945043 TRUE
chr1:40430883-40431007 23869.1977789816 190.953582231853 TRUE
chr1:40431143-40431222 19213.3477196569 240.166846495711 TRUE
chr1:40431529-40431687 6121.37668305079 38.4992244217031 TRUE
chr1:40432273-40432364 18111.7319618335 196.86665175906 TRUE
chr1:40432483-40432605 23163.1644229343 188.318409942555 TRUE
chr1:40432758-40432842 10309.289634151 121.285760401776 TRUE
chr1:40433300-40433384 27290.6916603105 321.066960709535 TRUE
