Target	gc_bias	Gene
chr1:28071165-28071323	0.515723270440252	FAM76A
chr1:28075579-28075666	0.352272727272727	FAM76A
chr1:28081706-28081842	0.467153284671533	FAM76A
chr1:28086037-28086139	0.436893203883495	FAM76A
chr1:28087006-28087093	0.511363636363636	FAM76A
chr1:31186429-31186479	0.529411764705882	MATN1
chr1:31187094-31187175	0.609756097560976	MATN1
chr1:31188004-31188157	0.512987012987013	MATN1
chr1:31188756-31189173	0.566985645933014	MATN1
chr1:31189637-31189763	0.622047244094488	MATN1
chr1:31191582-31191805	0.665178571428571	MATN1
chr1:31194252-31194599	0.614942528735632	MATN1
chr1:31196305-31196399	0.663157894736842	MATN1
chr1:32193021-32193207	0.636363636363636	BAI2
chr1:32193626-32193683	0.706896551724138	BAI2
chr1:32193783-32193882	0.57	BAI2
chr1:32194199-32194235	0.432432432432432	BAI2
chr1:32196401-32197021	0.669887278582931	BAI2
chr1:32197716-32197756	0.439024390243902	BAI2
chr1:32198118-32198214	0.608247422680412	BAI2
chr1:32198573-32198745	0.635838150289017	BAI2
chr1:32200784-32200883	0.73	BAI2
chr1:32201181-32201267	0.528735632183908	BAI2
chr1:32201428-32201495	0.676470588235294	BAI2
chr1:32201922-32201992	0.577464788732394	BAI2
chr1:32202174-32202325	0.631578947368421	BAI2
chr1:32203030-32203133	0.528846153846154	BAI2
chr1:32203253-32203357	0.676190476190476	BAI2
chr1:32203801-32203928	0.6171875	BAI2
chr1:32204188-32204232	0.666666666666667	BAI2
chr1:32204433-32204539	0.635514018691589	BAI2
chr1:32204909-32205237	0.662613981762918	BAI2
chr1:32205527-32205636	0.563636363636364	BAI2
chr1:32205711-32205780	0.557142857142857	BAI2
chr1:32205948-32206143	0.61734693877551	BAI2
chr1:32206974-32207081	0.638888888888889	BAI2
chr1:32207225-32207327	0.553398058252427	BAI2
chr1:32207401-32207569	0.63905325443787	BAI2
chr1:32207654-32207819	0.680722891566265	BAI2
chr1:32208439-32208604	0.728915662650602	BAI2
chr1:32209794-32209959	0.698795180722892	BAI2
chr1:32210249-32210333	0.588235294117647	BAI2
chr1:32221600-32222417	0.658924205378973	BAI2
chr1:32222802-32222823	0.409090909090909	BAI2
chr1:32800198-32800699	0.617529880478088	MARCKSL1
chr1:32801548-32801635	0.738636363636364	MARCKSL1
chr1:33241582-33241693	0.482142857142857	YARS
chr1:33244983-33245125	0.545454545454545	YARS
chr1:33245686-33245880	0.558974358974359	YARS
chr1:33246649-33246747	0.545454545454545	YARS
chr1:33248005-33248141	0.496350364963504	YARS
chr1:33251963-33252049	0.471264367816092	YARS
chr1:33252541-33252677	0.467153284671533	YARS
chr1:33256763-33256856	0.468085106382979	YARS
chr1:33263364-33263445	0.390243902439024	YARS
chr1:33272083-33272213	0.549618320610687	YARS
chr1:33276192-33276368	0.468926553672316	YARS
chr1:33276512-33276659	0.5	YARS
chr1:33282789-33282846	0.603448275862069	YARS
chr1:34329793-34330354	0.47508896797153	HMGB4
chr1:40420965-40421058	0.680851063829787	MFSD2A
chr1:40422759-40422894	0.5	MFSD2A
chr1:40424334-40424498	0.587878787878788	MFSD2A
chr1:40430883-40431007	0.536	MFSD2A
chr1:40431143-40431222	0.5625	MFSD2A
chr1:40431529-40431687	0.559748427672956	MFSD2A
chr1:40432273-40432364	0.543478260869565	MFSD2A
chr1:40432483-40432605	0.544715447154472	MFSD2A
chr1:40432758-40432842	0.505882352941176	MFSD2A
chr1:40433300-40433384	0.505882352941176	MFSD2A
chr1:40433476-40433589	0.526315789473684	MFSD2A
chr1:40434006-40434150	0.517241379310345	MFSD2A
chr1:40434241-40434418	0.567415730337079	MFSD2A
chr1:40435177-40435241	0.6	MFSD2A
chr1:40627072-40627309	0.668067226890756	RLF
chr1:40654727-40654882	0.41025641025641	RLF
chr1:40656444-40656526	0.44578313253012	RLF
chr1:40661304-40661437	0.395522388059701	RLF
chr1:40668084-40668287	0.357843137254902	RLF
chr1:40688246-40688383	0.427536231884058	RLF
chr1:40697189-40697331	0.384615384615385	RLF
chr1:40701464-40706120	0.386729654283874	RLF
chr1:43803520-43803599	0.6375	MPL
chr1:43803770-43803903	0.567164179104478	MPL
chr1:43804213-43804392	0.566666666666667	MPL
chr1:43804942-43805241	0.586666666666667	MPL
chr1:43805635-43805798	0.628048780487805	MPL
chr1:43806058-43806185	0.546875	MPL
chr1:43812116-43812301	0.537634408602151	MPL
chr1:43812463-43812606	0.583333333333333	MPL
chr1:43814514-43814674	0.701863354037267	MPL
chr1:43814934-43815031	0.63265306122449	MPL
chr1:43817887-43817975	0.651685393258427	MPL
chr1:43818189-43818444	0.5703125	MPL
chr1:44440713-44440780	0.691176470588235	ATP6V0B
chr1:44441472-44441521	0.48	ATP6V0B
chr1:44441762-44441846	0.6	ATP6V0B
chr1:44441974-44442052	0.556962025316456	ATP6V0B
chr1:44442262-44442332	0.492957746478873	ATP6V0B
chr1:44442445-44442497	0.60377358490566	ATP6V0B
chr1:44442698-44442889	0.578125	ATP6V0B
chr1:44443653-44443680	0.5	ATP6V0B
chr1:45792821-45793937	0.659803043867502	HPDL
chr1:46027467-46027551	0.564705882352941	AKR1A1
chr1:46032241-46032361	0.545454545454545	AKR1A1
chr1:46032541-46032693	0.594771241830065	AKR1A1
chr1:46033654-46033850	0.583756345177665	AKR1A1
chr1:46034157-46034357	0.54228855721393	AKR1A1
chr1:46034599-46034672	0.5	AKR1A1
chr1:46034815-46034902	0.420454545454545	AKR1A1
chr1:46035563-46035629	0.552238805970149	AKR1A1
chr1:46654391-46654653	0.551330798479088	POMGNT1
chr1:46654914-46655030	0.632478632478632	POMGNT1
chr1:46655130-46655240	0.594594594594595	POMGNT1
chr1:46655526-46655662	0.532846715328467	POMGNT1
chr1:46656145-46656190	0.456521739130435	POMGNT1
chr1:46656392-46656457	0.53030303030303	POMGNT1
chr1:46657770-46657896	0.566929133858268	POMGNT1
chr1:46657980-46658109	0.6	POMGNT1
chr1:46658190-46658263	0.540540540540541	POMGNT1
chr1:46658572-46658631	0.5	POMGNT1
chr1:46658846-46658888	0.558139534883721	POMGNT1
chr1:46658977-46659061	0.564705882352941	POMGNT1
chr1:46659236-46659312	0.519480519480519	POMGNT1
chr1:46659527-46659598	0.541666666666667	POMGNT1
chr1:46659946-46660074	0.612403100775194	POMGNT1
chr1:46660225-46660324	0.55	POMGNT1
chr1:46660516-46660634	0.65546218487395	POMGNT1
chr1:46661483-46661597	0.556521739130435	POMGNT1
chr1:46661684-46661750	0.671641791044776	POMGNT1
chr1:46662403-46662522	0.641666666666667	POMGNT1
chr1:46662642-46662757	0.525862068965517	POMGNT1
chr1:46663374-46663494	0.570247933884298	POMGNT1
chr1:46769439-46769493	0.545454545454545	UQCRH
chr1:46774773-46774800	0.5	UQCRH
chr1:46775827-46775989	0.52760736196319	UQCRH
chr1:46782224-46782257	0.352941176470588	UQCRH
chr1:47024247-47024473	0.625550660792952	MKNK1
chr1:47025906-47025950	0.622222222222222	MKNK1
chr1:47027150-47027315	0.542168674698795	MKNK1
chr1:47028321-47028516	0.63265306122449	MKNK1
chr1:47030713-47030809	0.515463917525773	MKNK1
chr1:47034115-47034171	0.385964912280702	MKNK1
chr1:47037089-47037212	0.604838709677419	MKNK1
chr1:47037735-47037840	0.547169811320755	MKNK1
chr1:47040619-47040693	0.386666666666667	MKNK1
chr1:47042247-47042327	0.518518518518518	MKNK1
chr1:47046202-47046300	0.484848484848485	MKNK1
chr1:47048900-47049002	0.592233009708738	MKNK1
chr1:47059785-47059819	0.342857142857143	MKNK1
chr1:62672301-62673309	0.344895936570862	L1TD1
chr1:62675455-62677045	0.402262727844123	L1TD1
chr1:67878890-67878947	0.53448275862069	SERBP1
chr1:67880849-67881023	0.588571428571429	SERBP1
chr1:67885692-67885870	0.407821229050279	SERBP1
chr1:67889883-67890006	0.379032258064516	SERBP1
chr1:67890571-67890661	0.472527472527473	SERBP1
chr1:67890766-67890907	0.52112676056338	SERBP1
chr1:67891818-67891969	0.434210526315789	SERBP1
chr1:67895671-67895984	0.621019108280255	SERBP1
chr1:75596400-75596418	0.526315789473684	LHX8
chr1:75602288-75602375	0.693181818181818	LHX8
chr1:75602785-75602947	0.680981595092024	LHX8
chr1:75606670-75606792	0.447154471544715	LHX8
chr1:75608803-75609024	0.463963963963964	LHX8
chr1:75609530-75609634	0.495238095238095	LHX8
chr1:75614272-75614368	0.484536082474227	LHX8
chr1:75622578-75622762	0.502702702702703	LHX8
chr1:75626504-75626581	0.435897435897436	LHX8
chr1:78031325-78031470	0.397260273972603	ZZZ3
chr1:78031766-78031867	0.470588235294118	ZZZ3
chr1:78034017-78034152	0.338235294117647	ZZZ3
chr1:78041753-78041906	0.428571428571429	ZZZ3
chr1:78044459-78044555	0.402061855670103	ZZZ3
chr1:78045212-78045314	0.456310679611651	ZZZ3
chr1:78046683-78046755	0.410958904109589	ZZZ3
chr1:78047461-78047577	0.452991452991453	ZZZ3
chr1:78047664-78047812	0.369127516778524	ZZZ3
chr1:78050202-78050341	0.45	ZZZ3
chr1:78097535-78099040	0.412350597609562	ZZZ3
chr1:78381792-78381819	0.392857142857143	NEXN
chr1:78383251-78383443	0.393782383419689	NEXN
chr1:78383645-78383724	0.325	NEXN
chr1:78383810-78383959	0.42	NEXN
chr1:78390873-78390915	0.418604651162791	NEXN
chr1:78392099-78392297	0.336683417085427	NEXN
chr1:78392401-78392578	0.393258426966292	NEXN
